scientific_name,avilist_common_name,avilist_taxon_rank,avilist_order,avilist_family,avilist_iucn_status,avilist_avibase_id,genus
Myiophobus flavicans,Flavescent Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-5D79CB29,Myiophobus
Myiophobus flavicans flavicans,,subspecies,Passeriformes,Tyrannidae,,avibase-0B4B7578,Myiophobus
Myiophobus flavicans perijanus,,subspecies,Passeriformes,Tyrannidae,,avibase-4A7D0FC4,Myiophobus
Myiophobus flavicans venezuelanus,,subspecies,Passeriformes,Tyrannidae,,avibase-3B7BB209,Myiophobus
Myiophobus flavicans caripensis,,subspecies,Passeriformes,Tyrannidae,,avibase-8EBB89C8,Myiophobus
Myiophobus flavicans superciliosus,,subspecies,Passeriformes,Tyrannidae,,avibase-51AAF76C,Myiophobus
Myiophobus phoenicomitra,Orange-crested Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-F9FB9FEE,Myiophobus
Myiophobus phoenicomitra litae,,subspecies,Passeriformes,Tyrannidae,,avibase-E3C01494,Myiophobus
Myiophobus phoenicomitra phoenicomitra,,subspecies,Passeriformes,Tyrannidae,,avibase-4C1472F1,Myiophobus
Myiophobus inornatus,Unadorned Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-E9903459,Myiophobus
Myiophobus roraimae,Roraiman Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-8B3AAC3B,Myiophobus
Myiophobus roraimae sadiecoatsae,,subspecies,Passeriformes,Tyrannidae,,avibase-00B4C66A,Myiophobus
Myiophobus roraimae roraimae,,subspecies,Passeriformes,Tyrannidae,,avibase-B1465E8C,Myiophobus
Myiophobus roraimae rufipennis,,subspecies,Passeriformes,Tyrannidae,,avibase-BF4480DA,Myiophobus
Myiophobus cryptoxanthus,Olive-chested Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-512BC132,Myiophobus
Myiophobus fasciatus,Bran-colored Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-0402B179,Myiophobus
Myiophobus fasciatus furfurosus,,subspecies,Passeriformes,Tyrannidae,,avibase-1F1E2678,Myiophobus
Myiophobus fasciatus fasciatus,,subspecies,Passeriformes,Tyrannidae,,avibase-87D2AD50,Myiophobus
Myiophobus fasciatus saturatus,,subspecies,Passeriformes,Tyrannidae,,avibase-43AB5620,Myiophobus
Myiophobus fasciatus auriceps,,subspecies,Passeriformes,Tyrannidae,,avibase-B1EF5771,Myiophobus
Myiophobus fasciatus flammiceps,,subspecies,Passeriformes,Tyrannidae,,avibase-79331BDE,Myiophobus
Myiophobus crypterythrus,Mouse-grey Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-3CD56839,Myiophobus
Myiophobus rufescens,Rufescent Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-A3E31B1F,Myiophobus
Silvicultrix,,genus,Passeriformes,Tyrannidae,,,Silvicultrix
Silvicultrix frontalis,Crowned Chat-Tyrant,species,Passeriformes,Tyrannidae,NE,avibase-E6401100,Silvicultrix
Silvicultrix frontalis albidiadema,,subspecies,Passeriformes,Tyrannidae,,avibase-22BCBA8E,Silvicultrix
Silvicultrix frontalis frontalis,,subspecies,Passeriformes,Tyrannidae,,avibase-0E96CC0C,Silvicultrix
Silvicultrix spodionota,Kalinowski's Chat-Tyrant,species,Passeriformes,Tyrannidae,NE,avibase-AAD5AA5F,Silvicultrix
Silvicultrix spodionota spodionota,,subspecies,Passeriformes,Tyrannidae,,avibase-F88B8603,Silvicultrix
Silvicultrix spodionota boliviana,,subspecies,Passeriformes,Tyrannidae,,avibase-64DC17F5,Silvicultrix
Silvicultrix jelskii,Jelski's Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-0A34575D,Silvicultrix
Silvicultrix pulchella,Golden-browed Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-0C04EC23,Silvicultrix
Silvicultrix pulchella similis,,subspecies,Passeriformes,Tyrannidae,,avibase-33AC6A6B,Silvicultrix
Silvicultrix pulchella pulchella,,subspecies,Passeriformes,Tyrannidae,,avibase-648BAC0B,Silvicultrix
Silvicultrix diadema,Yellow-bellied Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-D6F1EBE0,Silvicultrix
Silvicultrix diadema jesupi,,subspecies,Passeriformes,Tyrannidae,,avibase-33F16638,Silvicultrix
Silvicultrix diadema rubellula,,subspecies,Passeriformes,Tyrannidae,,avibase-6DADF068,Silvicultrix
Silvicultrix diadema tovarensis,,subspecies,Passeriformes,Tyrannidae,,avibase-20BD54C4,Silvicultrix
Silvicultrix diadema diadema,,subspecies,Passeriformes,Tyrannidae,,avibase-50BC4125,Silvicultrix
Silvicultrix diadema gratiosa,,subspecies,Passeriformes,Tyrannidae,,avibase-13FF60AB,Silvicultrix
Colorhamphus,,genus,Passeriformes,Tyrannidae,,,Colorhamphus
Colorhamphus parvirostris,Patagonian Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-BB5C6141,Colorhamphus
Ochthoeca,,genus,Passeriformes,Tyrannidae,,,Ochthoeca
Ochthoeca salvini,Tumbes Tyrant,species,Passeriformes,Tyrannidae,NT,avibase-38AAAD74,Ochthoeca
Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-5E381EA4,Ochthoeca
Ochthoeca nigrita,Blackish Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-DEB8EAC8,Ochthoeca
Ochthoeca thoracica,Maroon-belted Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-DAF56766,Ochthoeca
Ochthoeca thoracica angustifasciata,,subspecies,Passeriformes,Tyrannidae,,avibase-0B7DD3CA,Ochthoeca
Ochthoeca thoracica thoracica,,subspecies,Passeriformes,Tyrannidae,,avibase-B488F70C,Ochthoeca
Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-15FF866A,Ochthoeca
Ochthoeca rufipectoralis poliogastra,,subspecies,Passeriformes,Tyrannidae,,avibase-1F362638,Ochthoeca
Ochthoeca rufipectoralis rubicundula,,subspecies,Passeriformes,Tyrannidae,,avibase-949D123E,Ochthoeca
Ochthoeca rufipectoralis obfuscata,,subspecies,Passeriformes,Tyrannidae,,avibase-A6F0109C,Ochthoeca
Ochthoeca rufipectoralis rufopectus,,subspecies,Passeriformes,Tyrannidae,,avibase-F1F5E359,Ochthoeca
Ochthoeca rufipectoralis centralis,,subspecies,Passeriformes,Tyrannidae,,avibase-92B475BB,Ochthoeca
Ochthoeca rufipectoralis tectricialis,,subspecies,Passeriformes,Tyrannidae,,avibase-30900278,Ochthoeca
Ochthoeca rufipectoralis rufipectoralis,,subspecies,Passeriformes,Tyrannidae,,avibase-0B2616FD,Ochthoeca
Ochthoeca fumicolor,Brown-backed Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-1FDE49DF,Ochthoeca
Ochthoeca fumicolor ferruginea,,subspecies,Passeriformes,Tyrannidae,,avibase-24B16777,Ochthoeca
Ochthoeca fumicolor fumicolor,,subspecies,Passeriformes,Tyrannidae,,avibase-9648C1D5,Ochthoeca
Ochthoeca fumicolor brunneifrons,,subspecies,Passeriformes,Tyrannidae,,avibase-FE496DCB,Ochthoeca
Ochthoeca fumicolor berlepschi,,subspecies,Passeriformes,Tyrannidae,,avibase-870032E2,Ochthoeca
Ochthoeca superciliosa,Rufous-browed Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-11773DB9,Ochthoeca
Ochthoeca oenanthoides,D'Orbigny's Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-9A5ACC7C,Ochthoeca
Ochthoeca oenanthoides polionota,,subspecies,Passeriformes,Tyrannidae,,avibase-11B12B28,Ochthoeca
Ochthoeca oenanthoides oenanthoides,,subspecies,Passeriformes,Tyrannidae,,avibase-A74354EF,Ochthoeca
Ochthoeca piurae,Piura Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-AA1E1D68,Ochthoeca
Ochthoeca leucophrys,White-browed Chat-Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-C0949BA5,Ochthoeca
Ochthoeca leucophrys dissors,,subspecies,Passeriformes,Tyrannidae,,avibase-5A303A8B,Ochthoeca
Ochthoeca leucophrys interior,,subspecies,Passeriformes,Tyrannidae,,avibase-03F6C86F,Ochthoeca
Ochthoeca leucophrys urubambae,,subspecies,Passeriformes,Tyrannidae,,avibase-62B16F28,Ochthoeca
Ochthoeca leucophrys leucometopa,,subspecies,Passeriformes,Tyrannidae,,avibase-3BEDDB05,Ochthoeca
Ochthoeca leucophrys leucophrys,,subspecies,Passeriformes,Tyrannidae,,avibase-9F095430,Ochthoeca
Ochthoeca leucophrys tucumana,,subspecies,Passeriformes,Tyrannidae,,avibase-F09313EC,Ochthoeca
Phelpsia,,genus,Passeriformes,Tyrannidae,,,Phelpsia
Phelpsia inornata,White-bearded Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-A9828586,Phelpsia
Guyramemua,,genus,Passeriformes,Tyrannidae,,,Guyramemua
Guyramemua affine,Chapada Flycatcher,species,Passeriformes,Tyrannidae,NT,avibase-7423BFED,Guyramemua
Sublegatus,,genus,Passeriformes,Tyrannidae,,,Sublegatus
Sublegatus arenarum,Northern Scrub Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-1C60CF96,Sublegatus
Sublegatus arenarum arenarum,,subspecies,Passeriformes,Tyrannidae,,avibase-A99DCD18,Sublegatus
Sublegatus arenarum atrirostris,,subspecies,Passeriformes,Tyrannidae,,avibase-226EC7F6,Sublegatus
Sublegatus arenarum glaber,,subspecies,Passeriformes,Tyrannidae,,avibase-A27A9277,Sublegatus
Sublegatus arenarum tortugensis,,subspecies,Passeriformes,Tyrannidae,,avibase-AABF969D,Sublegatus
Sublegatus arenarum pallens,,subspecies,Passeriformes,Tyrannidae,,avibase-F866B4D1,Sublegatus
Sublegatus arenarum orinocensis,,subspecies,Passeriformes,Tyrannidae,,avibase-8A18CD8D,Sublegatus
Sublegatus obscurior,Amazonian Scrub Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-7EAD5553,Sublegatus
Sublegatus modestus,Southern Scrub Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-C7B64D32,Sublegatus
Sublegatus modestus modestus,,subspecies,Passeriformes,Tyrannidae,,avibase-5FBB8FA7,Sublegatus
Sublegatus modestus brevirostris,,subspecies,Passeriformes,Tyrannidae,,avibase-970DA48E,Sublegatus
Colonia,,genus,Passeriformes,Tyrannidae,,,Colonia
Colonia colonus,Long-tailed Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-3EB54C47,Colonia
Colonia colonus leuconota,,subspecies,Passeriformes,Tyrannidae,,avibase-44853828,Colonia
Colonia colonus fuscicapillus,,subspecies,Passeriformes,Tyrannidae,,avibase-12B33959,Colonia
Colonia colonus poecilonota,,subspecies,Passeriformes,Tyrannidae,,avibase-ED2B8B40,Colonia
Colonia colonus niveiceps,,subspecies,Passeriformes,Tyrannidae,,avibase-1E8A4537,Colonia
Colonia colonus colonus,,subspecies,Passeriformes,Tyrannidae,,avibase-03942A2B,Colonia
Arundinicola,,genus,Passeriformes,Tyrannidae,,,Arundinicola
Arundinicola leucocephala,White-headed Marsh Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-9C4B6D6D,Arundinicola
Fluvicola,,genus,Passeriformes,Tyrannidae,,,Fluvicola
Fluvicola pica,Pied Water Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-131BC7FC,Fluvicola
Fluvicola albiventer,Black-backed Water Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-85181E5D,Fluvicola
Fluvicola nengeta,Masked Water Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-4EB649D2,Fluvicola
Fluvicola nengeta atripennis,,subspecies,Passeriformes,Tyrannidae,,avibase-DEF63150,Fluvicola
Fluvicola nengeta nengeta,,subspecies,Passeriformes,Tyrannidae,,avibase-76AF8D47,Fluvicola
Pyrocephalus,,genus,Passeriformes,Tyrannidae,,,Pyrocephalus
Pyrocephalus nanus,Brujo Flycatcher,species,Passeriformes,Tyrannidae,NE,avibase-F7667798,Pyrocephalus
Pyrocephalus nanus nanus,,subspecies,Passeriformes,Tyrannidae,,avibase-55BCD678,Pyrocephalus
Pyrocephalus nanus dubius,,subspecies,Passeriformes,Tyrannidae,,avibase-D5C9273F,Pyrocephalus
Pyrocephalus rubinus,Vermilion Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-1456993D,Pyrocephalus
Pyrocephalus rubinus flammeus,,subspecies,Passeriformes,Tyrannidae,,avibase-B12D8370,Pyrocephalus
Pyrocephalus rubinus mexicanus,,subspecies,Passeriformes,Tyrannidae,,avibase-46231E5E,Pyrocephalus
Pyrocephalus rubinus blatteus,,subspecies,Passeriformes,Tyrannidae,,avibase-F79091E9,Pyrocephalus
Pyrocephalus rubinus pinicola,,subspecies,Passeriformes,Tyrannidae,,avibase-449F8834,Pyrocephalus
Pyrocephalus rubinus saturatus,,subspecies,Passeriformes,Tyrannidae,,avibase-90765960,Pyrocephalus
Pyrocephalus rubinus piurae,,subspecies,Passeriformes,Tyrannidae,,avibase-7422700E,Pyrocephalus
Pyrocephalus rubinus ardens,,subspecies,Passeriformes,Tyrannidae,,avibase-B3D1B648,Pyrocephalus
Pyrocephalus rubinus obscurus,,subspecies,Passeriformes,Tyrannidae,,avibase-6D7B6645,Pyrocephalus
Pyrocephalus rubinus cocachacrae,,subspecies,Passeriformes,Tyrannidae,,avibase-93F54F01,Pyrocephalus
Pyrocephalus rubinus rubinus,,subspecies,Passeriformes,Tyrannidae,,avibase-24866D81,Pyrocephalus
Muscipipra,,genus,Passeriformes,Tyrannidae,,,Muscipipra
Muscipipra vetula,Shear-tailed Grey Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-F2935FD2,Muscipipra
Gubernetes,,genus,Passeriformes,Tyrannidae,,,Gubernetes
Gubernetes yetapa,Streamer-tailed Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-FFEDF8E6,Gubernetes
Heteroxolmis,,genus,Passeriformes,Tyrannidae,,,Heteroxolmis
Heteroxolmis dominicana,Black-and-white Monjita,species,Passeriformes,Tyrannidae,VU,avibase-213CF028,Heteroxolmis
Alectrurus,,genus,Passeriformes,Tyrannidae,,,Alectrurus
Alectrurus tricolor,Cock-tailed Tyrant,species,Passeriformes,Tyrannidae,VU,avibase-E78E6487,Alectrurus
Alectrurus risora,Strange-tailed Tyrant,species,Passeriformes,Tyrannidae,VU,avibase-C93300CA,Alectrurus
Ochthornis,,genus,Passeriformes,Tyrannidae,,,Ochthornis
Ochthornis littoralis,Drab Water Tyrant,species,Passeriformes,Tyrannidae,LC,avibase-BFE83634,Ochthornis
Cnemotriccus,,genus,Passeriformes,Tyrannidae,,,Cnemotriccus
Cnemotriccus fuscatus,Fuscous Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-4AB94B00,Cnemotriccus
Cnemotriccus fuscatus cabanisi,,subspecies,Passeriformes,Tyrannidae,,avibase-8E415D55,Cnemotriccus
Cnemotriccus fuscatus duidae,,subspecies,Passeriformes,Tyrannidae,,avibase-CCD456CA,Cnemotriccus
Cnemotriccus fuscatus fumosus,,subspecies,Passeriformes,Tyrannidae,,avibase-F637E9F7,Cnemotriccus
Cnemotriccus fuscatus fuscatior,,subspecies,Passeriformes,Tyrannidae,,avibase-E0B0D4DA,Cnemotriccus
Cnemotriccus fuscatus beniensis,,subspecies,Passeriformes,Tyrannidae,,avibase-1970EDE0,Cnemotriccus
Cnemotriccus fuscatus bimaculatus,,subspecies,Passeriformes,Tyrannidae,,avibase-72640D05,Cnemotriccus
Cnemotriccus fuscatus fuscatus,,subspecies,Passeriformes,Tyrannidae,,avibase-34E46DB5,Cnemotriccus
Aphanotriccus,,genus,Passeriformes,Tyrannidae,,,Aphanotriccus
Aphanotriccus capitalis,Tawny-chested Flycatcher,species,Passeriformes,Tyrannidae,VU,avibase-0203FCD8,Aphanotriccus
Aphanotriccus audax,Black-billed Flycatcher,species,Passeriformes,Tyrannidae,NT,avibase-3AC7C776,Aphanotriccus
Lathrotriccus,,genus,Passeriformes,Tyrannidae,,,Lathrotriccus
Lathrotriccus griseipectus,Grey-breasted Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-F578E20D,Lathrotriccus
Lathrotriccus euleri,Euler's Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-C150D25D,Lathrotriccus
Lathrotriccus euleri flaviventris,,subspecies,Passeriformes,Tyrannidae,,avibase-1730680D,Lathrotriccus
Lathrotriccus euleri lawrencei,,subspecies,Passeriformes,Tyrannidae,,avibase-342BFFAA,Lathrotriccus
Lathrotriccus euleri bolivianus,,subspecies,Passeriformes,Tyrannidae,,avibase-0A61016C,Lathrotriccus
Lathrotriccus euleri argentinus,,subspecies,Passeriformes,Tyrannidae,,avibase-518BF9E0,Lathrotriccus
Lathrotriccus euleri euleri,,subspecies,Passeriformes,Tyrannidae,,avibase-4388FC42,Lathrotriccus
Xenotriccus,,genus,Passeriformes,Tyrannidae,,,Xenotriccus
Xenotriccus callizonus,Belted Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-560DAEB0,Xenotriccus
Xenotriccus mexicanus,Pileated Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-0C9DC0D7,Xenotriccus
Sayornis,,genus,Passeriformes,Tyrannidae,,,Sayornis
Sayornis saya,Say's Phoebe,species,Passeriformes,Tyrannidae,LC,avibase-28669A3D,Sayornis
Sayornis saya saya,,subspecies,Passeriformes,Tyrannidae,,avibase-8DD96469,Sayornis
Sayornis saya quiescens,,subspecies,Passeriformes,Tyrannidae,,avibase-D7AD11EE,Sayornis
Sayornis phoebe,Eastern Phoebe,species,Passeriformes,Tyrannidae,LC,avibase-62CA2AF8,Sayornis
Sayornis nigricans,Black Phoebe,species,Passeriformes,Tyrannidae,LC,avibase-B182DED2,Sayornis
Sayornis nigricans nigricans,,subspecies,Passeriformes,Tyrannidae,,avibase-66B73011,Sayornis
Sayornis nigricans semiater,,subspecies,Passeriformes,Tyrannidae,,avibase-8A725A49,Sayornis
Sayornis nigricans aquaticus,,subspecies,Passeriformes,Tyrannidae,,avibase-6CBC7746,Sayornis
Sayornis nigricans amnicola,,subspecies,Passeriformes,Tyrannidae,,avibase-195DD9EA,Sayornis
Sayornis nigricans angustirostris,,subspecies,Passeriformes,Tyrannidae,,avibase-35216511,Sayornis
Sayornis nigricans latirostris,,subspecies,Passeriformes,Tyrannidae,,avibase-7A904C52,Sayornis
Empidonax,,genus,Passeriformes,Tyrannidae,,,Empidonax
Empidonax virescens,Acadian Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-2778A3F4,Empidonax
Empidonax albigularis,White-throated Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-5CFE6F0D,Empidonax
Empidonax albigularis timidus,,subspecies,Passeriformes,Tyrannidae,,avibase-771498FB,Empidonax
Empidonax albigularis albigularis,,subspecies,Passeriformes,Tyrannidae,,avibase-978137C9,Empidonax
Empidonax albigularis australis,,subspecies,Passeriformes,Tyrannidae,,avibase-E90E8725,Empidonax
Empidonax alnorum,Alder Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-33808812,Empidonax
Empidonax traillii,Willow Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-5BC4E0EF,Empidonax
Empidonax traillii brewsteri,,subspecies,Passeriformes,Tyrannidae,,avibase-AEA7A6F6,Empidonax
Empidonax traillii adastus,,subspecies,Passeriformes,Tyrannidae,,avibase-0631ADA7,Empidonax
Empidonax traillii extimus,,subspecies,Passeriformes,Tyrannidae,,avibase-82F17648,Empidonax
Empidonax traillii traillii,,subspecies,Passeriformes,Tyrannidae,,avibase-49339EA3,Empidonax
Empidonax flaviventris,Yellow-bellied Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-7B0669CB,Empidonax
Empidonax flavescens,Yellowish Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-DEE07215,Empidonax
Empidonax flavescens imperturbatus,,subspecies,Passeriformes,Tyrannidae,,avibase-02CA1669,Empidonax
Empidonax flavescens salvini,,subspecies,Passeriformes,Tyrannidae,,avibase-7EC86D31,Empidonax
Empidonax flavescens flavescens,,subspecies,Passeriformes,Tyrannidae,,avibase-6A8C5316,Empidonax
Empidonax difficilis,Western Flycatcher,species,Passeriformes,Tyrannidae,NE,avibase-B12B8816,Empidonax
Empidonax difficilis difficilis,,subspecies,Passeriformes,Tyrannidae,,avibase-76D976C2,Empidonax
Empidonax difficilis insulicola,,subspecies,Passeriformes,Tyrannidae,,avibase-8B470121,Empidonax
Empidonax difficilis cineritius,,subspecies,Passeriformes,Tyrannidae,,avibase-7B92CB92,Empidonax
Empidonax difficilis hellmayri,,subspecies,Passeriformes,Tyrannidae,,avibase-757F935F,Empidonax
Empidonax difficilis occidentalis,,subspecies,Passeriformes,Tyrannidae,,avibase-699F2F74,Empidonax
Empidonax hammondii,Hammond's Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-1EB2595E,Empidonax
Empidonax oberholseri,American Dusky Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-499FFF98,Empidonax
Empidonax affinis,Pine Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-010B758B,Empidonax
Empidonax affinis pulverius,,subspecies,Passeriformes,Tyrannidae,,avibase-4B6D16EB,Empidonax
Empidonax affinis trepidus,,subspecies,Passeriformes,Tyrannidae,,avibase-9EC009D1,Empidonax
Empidonax affinis affinis,,subspecies,Passeriformes,Tyrannidae,,avibase-BA7F9FE5,Empidonax
Empidonax affinis bairdi,,subspecies,Passeriformes,Tyrannidae,,avibase-50052EBE,Empidonax
Empidonax affinis vigensis,,subspecies,Passeriformes,Tyrannidae,,avibase-495855C3,Empidonax
Empidonax minimus,Least Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-F5837054,Empidonax
Empidonax wrightii,American Grey Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-DACF7A98,Empidonax
Empidonax atriceps,Black-capped Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-C5DC7CA8,Empidonax
Empidonax fulvifrons,Buff-breasted Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-58AC300F,Empidonax
Empidonax fulvifrons pygmaeus,,subspecies,Passeriformes,Tyrannidae,,avibase-FFE447B8,Empidonax
Empidonax fulvifrons fulvifrons,,subspecies,Passeriformes,Tyrannidae,,avibase-74084BD4,Empidonax
Empidonax fulvifrons rubicundus,,subspecies,Passeriformes,Tyrannidae,,avibase-662C9D04,Empidonax
Empidonax fulvifrons brodkorbi,,subspecies,Passeriformes,Tyrannidae,,avibase-1F24B67A,Empidonax
Empidonax fulvifrons fusciceps,,subspecies,Passeriformes,Tyrannidae,,avibase-67A6B00B,Empidonax
Empidonax fulvifrons inexpectatus,,subspecies,Passeriformes,Tyrannidae,,avibase-73CF493D,Empidonax
Mitrephanes,,genus,Passeriformes,Tyrannidae,,,Mitrephanes
Mitrephanes olivaceus,Olive Tufted Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-55DF722C,Mitrephanes
Mitrephanes phaeocercus,Northern Tufted Flycatcher,species,Passeriformes,Tyrannidae,LC,avibase-806301B3,Mitrephanes
Mitrephanes phaeocercus tenuirostris,,subspecies,Passeriformes,Tyrannidae,,avibase-B19C2CF4,Mitrephanes
Mitrephanes phaeocercus phaeocercus,,subspecies,Passeriformes,Tyrannidae,,avibase-222E6588,Mitrephanes
Mitrephanes phaeocercus aurantiiventris,,subspecies,Passeriformes,Tyrannidae,,avibase-468177DC,Mitrephanes
Mitrephanes phaeocercus berlepschi,,subspecies,Passeriformes,Tyrannidae,,avibase-137957D3,Mitrephanes
Contopus,,genus,Passeriformes,Tyrannidae,,,Contopus
Contopus cooperi,Olive-sided Flycatcher,species,Passeriformes,Tyrannidae,NT,avibase-951C150C,Contopus
Contopus ochraceus,Ochraceous Pewee,species,Passeriformes,Tyrannidae,LC,avibase-EBB848CD,Contopus
Contopus pertinax,Greater Pewee,species,Passeriformes,Tyrannidae,LC,avibase-4CAD4149,Contopus
Contopus pertinax pertinax,,subspecies,Passeriformes,Tyrannidae,,avibase-C6016BC3,Contopus
