scientific_name,ebird_common_name,ebird_species_code,ebird_order,ebird_family,genus
Macronyx fuelleborni,Fülleborn's Longclaw,fuelon2,Passeriformes,Motacillidae,Macronyx
Macronyx flavicollis,Abyssinian Longclaw,abylon1,Passeriformes,Motacillidae,Macronyx
Macronyx aurantiigula,Pangani Longclaw,panlon1,Passeriformes,Motacillidae,Macronyx
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,Passeriformes,Motacillidae,Macronyx
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,Passeriformes,Motacillidae,Macronyx
Fringilla coelebs,Common Chaffinch,comcha,Passeriformes,Fringillidae,Fringilla
Fringilla moreletti,Azores Chaffinch,comcha16,Passeriformes,Fringillidae,Fringilla
Fringilla maderensis,Madeira Chaffinch,comcha17,Passeriformes,Fringillidae,Fringilla
Fringilla canariensis,Canary Islands Chaffinch,caicha1,Passeriformes,Fringillidae,Fringilla
Fringilla spodiogenys,African Chaffinch,afrcha1,Passeriformes,Fringillidae,Fringilla
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,Passeriformes,Fringillidae,Fringilla
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,Passeriformes,Fringillidae,Fringilla
Fringilla montifringilla,Brambling,brambl,Passeriformes,Fringillidae,Fringilla
Chlorophonia elegantissima,Elegant Euphonia,eleeup1,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia musica,Hispaniolan Euphonia,anteup2,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia sclateri,Puerto Rican Euphonia,anteup3,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia flavifrons,Lesser Antillean Euphonia,anteup4,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia cyanocephala,Golden-rumped Euphonia,goreup1,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,Passeriformes,Fringillidae,Chlorophonia
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,Passeriformes,Fringillidae,Chlorophonia
Euphonia jamaica,Jamaican Euphonia,jameup1,Passeriformes,Fringillidae,Euphonia
Euphonia saturata,Orange-crowned Euphonia,orceup1,Passeriformes,Fringillidae,Euphonia
Euphonia plumbea,Plumbeous Euphonia,plueup1,Passeriformes,Fringillidae,Euphonia
Euphonia chlorotica,Purple-throated Euphonia,puteup1,Passeriformes,Fringillidae,Euphonia
Euphonia finschi,Finsch's Euphonia,fineup1,Passeriformes,Fringillidae,Euphonia
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,Passeriformes,Fringillidae,Euphonia
Euphonia trinitatis,Trinidad Euphonia,trieup1,Passeriformes,Fringillidae,Euphonia
Euphonia godmani,West Mexican Euphonia,screup3,Passeriformes,Fringillidae,Euphonia
Euphonia affinis,Scrub Euphonia,screup1,Passeriformes,Fringillidae,Euphonia
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,Passeriformes,Fringillidae,Euphonia
Euphonia chrysopasta,Golden-bellied Euphonia,gobeup1,Passeriformes,Fringillidae,Euphonia
Euphonia minuta,White-vented Euphonia,whveup1,Passeriformes,Fringillidae,Euphonia
Euphonia chalybea,Green-throated Euphonia,gnteup1,Passeriformes,Fringillidae,Euphonia
Euphonia violacea,Violaceous Euphonia,vioeup1,Passeriformes,Fringillidae,Euphonia
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,Passeriformes,Fringillidae,Euphonia
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,Passeriformes,Fringillidae,Euphonia
Euphonia imitans,Spot-crowned Euphonia,spceup1,Passeriformes,Fringillidae,Euphonia
Euphonia gouldi,Olive-backed Euphonia,olbeup1,Passeriformes,Fringillidae,Euphonia
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,Passeriformes,Fringillidae,Euphonia
Euphonia anneae,Tawny-capped Euphonia,taceup1,Passeriformes,Fringillidae,Euphonia
Euphonia xanthogaster,Orange-bellied Euphonia,orbeup1,Passeriformes,Fringillidae,Euphonia
Euphonia mesochrysa,Bronze-green Euphonia,brgeup1,Passeriformes,Fringillidae,Euphonia
Euphonia cayennensis,Golden-sided Euphonia,goseup1,Passeriformes,Fringillidae,Euphonia
Euphonia rufiventris,Rufous-bellied Euphonia,rubeup1,Passeriformes,Fringillidae,Euphonia
Euphonia pectoralis,Chestnut-bellied Euphonia,chbeup1,Passeriformes,Fringillidae,Euphonia
Mycerobas icterioides,Black-and-yellow Grosbeak,baygro1,Passeriformes,Fringillidae,Mycerobas
Mycerobas affinis,Collared Grosbeak,colgro1,Passeriformes,Fringillidae,Mycerobas
Mycerobas melanozanthos,Spot-winged Grosbeak,spwgro1,Passeriformes,Fringillidae,Mycerobas
Mycerobas carnipes,White-winged Grosbeak,whwgro1,Passeriformes,Fringillidae,Mycerobas
Coccothraustes abeillei,Hooded Grosbeak,hoogro1,Passeriformes,Fringillidae,Coccothraustes
Coccothraustes vespertinus,Evening Grosbeak,evegro,Passeriformes,Fringillidae,Coccothraustes
Coccothraustes coccothraustes,Hawfinch,hawfin,Passeriformes,Fringillidae,Coccothraustes
Eophona migratoria,Yellow-billed Grosbeak,yebgro1,Passeriformes,Fringillidae,Eophona
Eophona personata,Japanese Grosbeak,japgro1,Passeriformes,Fringillidae,Eophona
Melamprosops phaeosoma,Poo-uli,poouli,Passeriformes,Fringillidae,Melamprosops
Oreomystis bairdi,Akikiki,akikik,Passeriformes,Fringillidae,Oreomystis
Paroreomyza maculata,Oahu Alauahio,oahala,Passeriformes,Fringillidae,Paroreomyza
Paroreomyza flammea,Kakawahie,kakawa,Passeriformes,Fringillidae,Paroreomyza
Paroreomyza montana,Maui Alauahio,mauala,Passeriformes,Fringillidae,Paroreomyza
Loxioides bailleui,Palila,palila,Passeriformes,Fringillidae,Loxioides
Telespiza cantans,Laysan Finch,layfin,Passeriformes,Fringillidae,Telespiza
Telespiza ultima,Nihoa Finch,nihfin,Passeriformes,Fringillidae,Telespiza
Chloridops kona,Kona Grosbeak,kongro,Passeriformes,Fringillidae,Chloridops
Rhodacanthis flaviceps,Lesser Koa-Finch,lekfin,Passeriformes,Fringillidae,Rhodacanthis
Rhodacanthis palmeri,Greater Koa-Finch,grkfin,Passeriformes,Fringillidae,Rhodacanthis
Ciridops anna,Ula-ai-hawane,ulahaw,Passeriformes,Fringillidae,Ciridops
Palmeria dolei,Akohekohe,crehon,Passeriformes,Fringillidae,Palmeria
Himatione fraithii,Laysan Honeycreeper,apapan2,Passeriformes,Fringillidae,Himatione
Himatione sanguinea,Apapane,apapan,Passeriformes,Fringillidae,Himatione
Drepanis coccinea,Iiwi,iiwi,Passeriformes,Fringillidae,Drepanis
Drepanis pacifica,Hawaii Mamo,hawmam1,Passeriformes,Fringillidae,Drepanis
Drepanis funerea,Black Mamo,blkmam,Passeriformes,Fringillidae,Drepanis
Psittirostra psittacea,Ou,ou,Passeriformes,Fringillidae,Psittirostra
Dysmorodrepanis munroi,Lanai Hookbill,lanhoo,Passeriformes,Fringillidae,Dysmorodrepanis
Pseudonestor xanthophrys,Maui Parrotbill,maupar,Passeriformes,Fringillidae,Pseudonestor
Hemignathus hanapepe,Kauai Nukupuu,nukupu2,Passeriformes,Fringillidae,Hemignathus
Hemignathus lucidus,Oahu Nukupuu,nukupu3,Passeriformes,Fringillidae,Hemignathus
Hemignathus affinis,Maui Nukupuu,nukupu1,Passeriformes,Fringillidae,Hemignathus
Hemignathus wilsoni,Akiapolaau,akiapo,Passeriformes,Fringillidae,Hemignathus
Akialoa obscura,Lesser Akialoa,lesaki,Passeriformes,Fringillidae,Akialoa
Akialoa ellisiana,Oahu Akialoa,greaki2,Passeriformes,Fringillidae,Akialoa
Akialoa stejnegeri,Kauai Akialoa,greaki4,Passeriformes,Fringillidae,Akialoa
Akialoa lanaiensis,Maui-nui Akialoa,greaki3,Passeriformes,Fringillidae,Akialoa
Magumma parva,Anianiau,aniani,Passeriformes,Fringillidae,Magumma
Chlorodrepanis virens,Hawaii Amakihi,hawama,Passeriformes,Fringillidae,Chlorodrepanis
Chlorodrepanis flava,Oahu Amakihi,oahama,Passeriformes,Fringillidae,Chlorodrepanis
Chlorodrepanis stejnegeri,Kauai Amakihi,kauama,Passeriformes,Fringillidae,Chlorodrepanis
Viridonia sagittirostris,Greater Amakihi,greama,Passeriformes,Fringillidae,Viridonia
Loxops mana,Hawaii Creeper,hawcre,Passeriformes,Fringillidae,Loxops
Loxops caeruleirostris,Akekee,akekee,Passeriformes,Fringillidae,Loxops
Loxops coccineus,Hawaii Akepa,akepa1,Passeriformes,Fringillidae,Loxops
Loxops wolstenholmei,Oahu Akepa,akepa2,Passeriformes,Fringillidae,Loxops
Loxops ochraceus,Maui Akepa,akepa3,Passeriformes,Fringillidae,Loxops
Carpodacus erythrinus,Common Rosefinch,comros,Passeriformes,Fringillidae,Carpodacus
Carpodacus sipahi,Scarlet Finch,scafin1,Passeriformes,Fringillidae,Carpodacus
Carpodacus ferreorostris,Bonin Grosbeak,bongro1,Passeriformes,Fringillidae,Carpodacus
Carpodacus rhodochlamys,Red-mantled Rosefinch,remros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus grandis,Blyth's Rosefinch,blyros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,bearos1,Passeriformes,Fringillidae,Carpodacus
Carpodacus davidianus,Chinese Beautiful Rosefinch,chbros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,Passeriformes,Fringillidae,Carpodacus
Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,Passeriformes,Fringillidae,Carpodacus
Carpodacus verreauxii,Sharpe's Rosefinch,spwros3,Passeriformes,Fringillidae,Carpodacus
Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,Passeriformes,Fringillidae,Carpodacus
Carpodacus formosanus,Taiwan Rosefinch,vinros3,Passeriformes,Fringillidae,Carpodacus
Carpodacus synoicus,Sinai Rosefinch,sinros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus stoliczkae,Pale Rosefinch,palros3,Passeriformes,Fringillidae,Carpodacus
Carpodacus roborowskii,Tibetan Rosefinch,tibros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus sillemi,Sillem's Rosefinch,tahmof1,Passeriformes,Fringillidae,Carpodacus
Carpodacus rubicilloides,Streaked Rosefinch,strros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus rubicilla,Great Rosefinch,greros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus puniceus,Red-fronted Rosefinch,refros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,Passeriformes,Fringillidae,Carpodacus
Carpodacus roseus,Pallas's Rosefinch,palros2,Passeriformes,Fringillidae,Carpodacus
Carpodacus trifasciatus,Three-banded Rosefinch,thbros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus thura,Himalayan White-browed Rosefinch,whbros1,Passeriformes,Fringillidae,Carpodacus
Carpodacus dubius,Chinese White-browed Rosefinch,cwbros1,Passeriformes,Fringillidae,Carpodacus
Pinicola enucleator,Pine Grosbeak,pingro,Passeriformes,Fringillidae,Pinicola
Pyrrhula nipalensis,Brown Bullfinch,brobul1,Passeriformes,Fringillidae,Pyrrhula
Pyrrhula leucogenis,White-cheeked Bullfinch,whcbul1,Passeriformes,Fringillidae,Pyrrhula
Pyrrhula aurantiaca,Orange Bullfinch,orabul1,Passeriformes,Fringillidae,Pyrrhula
Pyrrhula erythrocephala,Red-headed Bullfinch,rehbul1,Passeriformes,Fringillidae,Pyrrhula
Pyrrhula erythaca,Gray-headed Bullfinch,gyhbul2,Passeriformes,Fringillidae,Pyrrhula
Pyrrhula owstoni,Taiwan Bullfinch,gyhbul5,Passeriformes,Fringillidae,Pyrrhula
Pyrrhula murina,Azores Bullfinch,eurbul1,Passeriformes,Fringillidae,Pyrrhula
Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,Passeriformes,Fringillidae,Pyrrhula
Rhodopechys sanguineus,Crimson-winged Finch,crwfin2,Passeriformes,Fringillidae,Rhodopechys
Bucanetes githagineus,Trumpeter Finch,trufin2,Passeriformes,Fringillidae,Bucanetes
Bucanetes mongolicus,Mongolian Finch,monfin2,Passeriformes,Fringillidae,Bucanetes
Agraphospiza rubescens,Blanford's Rosefinch,blaros1,Passeriformes,Fringillidae,Agraphospiza
Pyrrhoplectes epauletta,Gold-naped Finch,gonfin1,Passeriformes,Fringillidae,Pyrrhoplectes
Callacanthis burtoni,Spectacled Finch,spefin1,Passeriformes,Fringillidae,Callacanthis
Procarduelis nipalensis,Dark-breasted Rosefinch,dabros1,Passeriformes,Fringillidae,Procarduelis
Leucosticte nemoricola,Plain Mountain Finch,plmfin1,Passeriformes,Fringillidae,Leucosticte
Leucosticte brandti,Black-headed Mountain Finch,bhmfin1,Passeriformes,Fringillidae,Leucosticte
Leucosticte arctoa,Asian Rosy-Finch,asrfin1,Passeriformes,Fringillidae,Leucosticte
Leucosticte tephrocotis,Gray-crowned Rosy-Finch,gcrfin,Passeriformes,Fringillidae,Leucosticte
Leucosticte atrata,Black Rosy-Finch,bkrfin,Passeriformes,Fringillidae,Leucosticte
Leucosticte australis,Brown-capped Rosy-Finch,bcrfin,Passeriformes,Fringillidae,Leucosticte
Haemorhous mexicanus,House Finch,houfin,Passeriformes,Fringillidae,Haemorhous
Haemorhous purpureus,Purple Finch,purfin,Passeriformes,Fringillidae,Haemorhous
Haemorhous cassinii,Cassin's Finch,casfin,Passeriformes,Fringillidae,Haemorhous
Rhodospiza obsoleta,Desert Finch,desfin2,Passeriformes,Fringillidae,Rhodospiza
Rhynchostruthus percivali,Arabian Grosbeak,gowgro2,Passeriformes,Fringillidae,Rhynchostruthus
Rhynchostruthus socotranus,Socotra Grosbeak,gowgro3,Passeriformes,Fringillidae,Rhynchostruthus
Rhynchostruthus louisae,Somali Grosbeak,somgro1,Passeriformes,Fringillidae,Rhynchostruthus
Chloris chloris,European Greenfinch,eurgre1,Passeriformes,Fringillidae,Chloris
Chloris sinica,Oriental Greenfinch,origre,Passeriformes,Fringillidae,Chloris
Chloris spinoides,Yellow-breasted Greenfinch,yebgre4,Passeriformes,Fringillidae,Chloris
Chloris monguilloti,Vietnamese Greenfinch,viegre2,Passeriformes,Fringillidae,Chloris
Chloris ambigua,Black-headed Greenfinch,bkhgre1,Passeriformes,Fringillidae,Chloris
Linurgus olivaceus,Oriole Finch,orifin1,Passeriformes,Fringillidae,Linurgus
Crithagra leucopygia,White-rumped Seedeater,whrsee,Passeriformes,Fringillidae,Crithagra
Crithagra mozambica,Yellow-fronted Canary,yefcan,Passeriformes,Fringillidae,Crithagra
Crithagra citrinelloides,African Citril,afrcit1,Passeriformes,Fringillidae,Crithagra
Crithagra frontalis,Western Citril,wescit1,Passeriformes,Fringillidae,Crithagra
Crithagra hyposticta,Southern Citril,soucit1,Passeriformes,Fringillidae,Crithagra
Crithagra capistrata,Black-faced Canary,blfcan1,Passeriformes,Fringillidae,Crithagra
Crithagra koliensis,Papyrus Canary,papcan1,Passeriformes,Fringillidae,Crithagra
Crithagra scotops,Forest Canary,forcan1,Passeriformes,Fringillidae,Crithagra
Crithagra rothschildi,Olive-rumped Serin,olrser1,Passeriformes,Fringillidae,Crithagra
Crithagra atrogularis,Black-throated Canary,bltcan1,Passeriformes,Fringillidae,Crithagra
Crithagra reichenowi,Reichenow's Seedeater,reisee2,Passeriformes,Fringillidae,Crithagra
Crithagra xanthopygia,Yellow-rumped Serin,yerser1,Passeriformes,Fringillidae,Crithagra
Crithagra citrinipectus,Lemon-breasted Seedeater,lebsee1,Passeriformes,Fringillidae,Crithagra
Crithagra dorsostriata,White-bellied Canary,whbcan1,Passeriformes,Fringillidae,Crithagra
Crithagra flavigula,Yellow-throated Serin,yetser1,Passeriformes,Fringillidae,Crithagra
Crithagra xantholaema,Salvadori's Serin,salser1,Passeriformes,Fringillidae,Crithagra
Crithagra donaldsoni,Northern Grosbeak-Canary,norgrc1,Passeriformes,Fringillidae,Crithagra
Crithagra buchanani,Southern Grosbeak-Canary,sougrc1,Passeriformes,Fringillidae,Crithagra
Crithagra sulphurata,Brimstone Canary,brican1,Passeriformes,Fringillidae,Crithagra
Crithagra flaviventris,Yellow Canary,yelcan1,Passeriformes,Fringillidae,Crithagra
Crithagra albogularis,White-throated Canary,whtcan1,Passeriformes,Fringillidae,Crithagra
Crithagra striolata,Streaky Seedeater,strsee1,Passeriformes,Fringillidae,Crithagra
Crithagra whytii,Yellow-browed Seedeater,yebsee2,Passeriformes,Fringillidae,Crithagra
Crithagra burtoni,Thick-billed Seedeater,thbsee1,Passeriformes,Fringillidae,Crithagra
Crithagra melanochroa,Tanzania Seedeater,tansee1,Passeriformes,Fringillidae,Crithagra
Crithagra rufobrunnea,Principe Seedeater,prisee1,Passeriformes,Fringillidae,Crithagra
Crithagra concolor,Sao Tome Grosbeak,satgro1,Passeriformes,Fringillidae,Crithagra
Crithagra leucoptera,Protea Canary,procan1,Passeriformes,Fringillidae,Crithagra
Crithagra mennelli,Black-eared Seedeater,blesee1,Passeriformes,Fringillidae,Crithagra
Crithagra canicapilla,West African Seedeater,sthsee3,Passeriformes,Fringillidae,Crithagra
Crithagra gularis,Streaky-headed Seedeater,sthsee2,Passeriformes,Fringillidae,Crithagra
Crithagra reichardi,Reichard's Seedeater,reisee1,Passeriformes,Fringillidae,Crithagra
Crithagra tristriata,Brown-rumped Seedeater,brrsee1,Passeriformes,Fringillidae,Crithagra
Crithagra menachensis,Yemen Serin,yemser1,Passeriformes,Fringillidae,Crithagra
Crithagra ankoberensis,Ankober Serin,ankser2,Passeriformes,Fringillidae,Crithagra
Crithagra totta,Cape Siskin,capsis2,Passeriformes,Fringillidae,Crithagra
Crithagra symonsi,Drakensberg Siskin,drasis2,Passeriformes,Fringillidae,Crithagra
Linaria flavirostris,Twite,twite1,Passeriformes,Fringillidae,Linaria
Linaria cannabina,Eurasian Linnet,eurlin1,Passeriformes,Fringillidae,Linaria
Linaria yemenensis,Yemen Linnet,yemlin1,Passeriformes,Fringillidae,Linaria
Linaria johannis,Warsangli Linnet,warlin1,Passeriformes,Fringillidae,Linaria
Acanthis flammea,Common Redpoll,comred,Passeriformes,Fringillidae,Acanthis
Acanthis cabaret,Lesser Redpoll,lesred1,Passeriformes,Fringillidae,Acanthis
Acanthis hornemanni,Hoary Redpoll,hoared,Passeriformes,Fringillidae,Acanthis
Loxia pytyopsittacus,Parrot Crossbill,parcro2,Passeriformes,Fringillidae,Loxia
Loxia scotica,Scottish Crossbill,scocro1,Passeriformes,Fringillidae,Loxia
Loxia curvirostra,Red Crossbill,redcro,Passeriformes,Fringillidae,Loxia
Loxia sinesciuris,Cassia Crossbill,redcro9,Passeriformes,Fringillidae,Loxia
Loxia megaplaga,Hispaniolan Crossbill,hiscro,Passeriformes,Fringillidae,Loxia
Loxia leucoptera,White-winged Crossbill,whwcro,Passeriformes,Fringillidae,Loxia
Chrysocorythus estherae,Mountain Serin,mouser1,Passeriformes,Fringillidae,Chrysocorythus
Carduelis carduelis,European Goldfinch,eurgol,Passeriformes,Fringillidae,Carduelis
Carduelis citrinella,Citril Finch,citfin1,Passeriformes,Fringillidae,Carduelis
Carduelis corsicana,Corsican Finch,corfin1,Passeriformes,Fringillidae,Carduelis
Serinus serinus,European Serin,eurser1,Passeriformes,Fringillidae,Serinus
Serinus canaria,Island Canary,comcan,Passeriformes,Fringillidae,Serinus
Serinus pusillus,Fire-fronted Serin,fifser1,Passeriformes,Fringillidae,Serinus
Serinus syriacus,Syrian Serin,syrser1,Passeriformes,Fringillidae,Serinus
Serinus flavivertex,Yellow-crowned Canary,yeccan1,Passeriformes,Fringillidae,Serinus
Serinus canicollis,Cape Canary,capcan1,Passeriformes,Fringillidae,Serinus
Serinus nigriceps,Ethiopian Siskin,abysis1,Passeriformes,Fringillidae,Serinus
Serinus alario,Black-headed Canary,bkhcan2,Passeriformes,Fringillidae,Serinus
Spinus thibetanus,Tibetan Serin,tibser1,Passeriformes,Fringillidae,Spinus
Spinus spinus,Eurasian Siskin,eursis,Passeriformes,Fringillidae,Spinus
Spinus pinus,Pine Siskin,pinsis,Passeriformes,Fringillidae,Spinus
Spinus atriceps,Black-capped Siskin,blcsis1,Passeriformes,Fringillidae,Spinus
Spinus notatus,Black-headed Siskin,blhsis1,Passeriformes,Fringillidae,Spinus
Spinus dominicensis,Antillean Siskin,antsis1,Passeriformes,Fringillidae,Spinus
Spinus psaltria,Lesser Goldfinch,lesgol,Passeriformes,Fringillidae,Spinus
Spinus lawrencei,Lawrence's Goldfinch,lawgol,Passeriformes,Fringillidae,Spinus
Spinus tristis,American Goldfinch,amegfi,Passeriformes,Fringillidae,Spinus
Spinus spinescens,Andean Siskin,andsis1,Passeriformes,Fringillidae,Spinus
Spinus yarrellii,Yellow-faced Siskin,yefsis1,Passeriformes,Fringillidae,Spinus
Spinus xanthogastrus,Yellow-bellied Siskin,yebsis1,Passeriformes,Fringillidae,Spinus
Spinus cucullatus,Red Siskin,redsis1,Passeriformes,Fringillidae,Spinus
Spinus crassirostris,Thick-billed Siskin,thbsis1,Passeriformes,Fringillidae,Spinus
Spinus magellanicus,Hooded Siskin,hoosis1,Passeriformes,Fringillidae,Spinus
Spinus siemiradzkii,Saffron Siskin,safsis1,Passeriformes,Fringillidae,Spinus
Spinus olivaceus,Olivaceous Siskin,olisis1,Passeriformes,Fringillidae,Spinus
Spinus atratus,Black Siskin,blasis1,Passeriformes,Fringillidae,Spinus
Spinus uropygialis,Yellow-rumped Siskin,yersis1,Passeriformes,Fringillidae,Spinus
Spinus barbatus,Black-chinned Siskin,blcsis2,Passeriformes,Fringillidae,Spinus
Calcarius lapponicus,Lapland Longspur,laplon,Passeriformes,Calcariidae,Calcarius
Calcarius ornatus,Chestnut-collared Longspur,chclon,Passeriformes,Calcariidae,Calcarius
Calcarius pictus,Smith's Longspur,smilon,Passeriformes,Calcariidae,Calcarius
Rhynchophanes mccownii,Thick-billed Longspur,mcclon,Passeriformes,Calcariidae,Rhynchophanes
Plectrophenax nivalis,Snow Bunting,snobun,Passeriformes,Calcariidae,Plectrophenax
Plectrophenax hyperboreus,McKay's Bunting,mckbun,Passeriformes,Calcariidae,Plectrophenax
Rhodinocichla rosea,Rosy Thrush-Tanager,rottan2,Passeriformes,Rhodinocichlidae,Rhodinocichla
Emberiza affinis,Brown-rumped Bunting,brrbun1,Passeriformes,Emberizidae,Emberiza
Emberiza lathami,Crested Bunting,crebun1,Passeriformes,Emberizidae,Emberiza
